ticker,company,sector,sub_industry,cik,legal_name,lei,ultimate_parent_lei,gics_sector,gics_sub_industry,hq_state,market_cap_usd,shares_outstanding,scope1_tco2e,scope1_tco2e_fy,ghg_facility_count,ghg_facility_count_fy,grid_intensity_kgco2e_per_mwh,grid_intensity_kgco2e_per_mwh_fy,cogs_usd,cogs_usd_fy,energy_cost_usd,energy_cost_usd_fy,revenue_usd,revenue_usd_fy,ebit_usd,ebit_usd_fy,ebitda_usd,ebitda_usd_fy,free_cash_flow_usd,free_cash_flow_usd_fy,capex_usd,capex_usd_fy,rnd_expense_usd,rnd_expense_usd_fy,sbti_target_validated,sbti_target_type,target_year,target_baseline_year,target_reduction_pct,target_scope_coverage,risk_hitword_density,risk_hitword_density_fy,has_climate_oversight_committee,has_third_party_assurance,assurance_level,emissions_boundary_stated,has_clawback_policy,has_psu_plan,performance_period_years,independent_director_count,board_size,lead_independent_director,buybacks_usd,buybacks_usd_fy,dividends_paid_usd,dividends_paid_usd_fy,penalty_total_usd,penalty_total_usd_fy,penalty_count,penalty_count_fy,flows_all_target_year
JCI,Johnson Controls,Industrials,Building Products,0000833444,Johnson Controls,,,Industrials,Building Products,Ireland,88444305408.0,654100000.0,56175.1,2018,1.0,2018,,,15004000000.0,2025,,,23596000000.0,2025,1969000000.0,2025,2834000000.0,2025,2120000000.0,2025,434000000.0,2025,273000000.0,2025,0.0,near-term,2030.0,,,,,,,1.0,reasonable,,1.0,1.0,3.0,10.0,11.0,0.0,5991000000.0,2025,976000000.0,2025,109603.0,2026,32.0,2026,False
JKHY,Jack Henry & Associates,Financials,Transaction & Payment Processing Services,0000779152,Jack Henry & Associates,529900X1QS8C54W0JB21,,Financials,Transaction & Payment Processing Services,Missouri,11296542720.0,73045000.0,,,,,655.0494,2023,1360747000.0,2025,,,2375288000.0,2025,568715000.0,2025,635033000.0,2026,588146000.0,2025,53358000.0,2025,162771000.0,2025,0.0,,,,,,,,,,,,1.0,0.0,3.0,8.0,10.0,1.0,35051000.0,2025,164644000.0,2025,0.0,2026,0.0,2026,False
JNJ,Johnson & Johnson,Health Care,Pharmaceuticals,0000200406,Johnson & Johnson,,,Health Care,Pharmaceuticals,New Jersey,640020840448.0,2429400000.0,,,,,212.4217,2023,30256000000.0,2025,,,94193000000.0,2025,32581000000.0,2025,40084000000.0,2025,19698000000.0,2025,4832000000.0,2025,109000000.0,2025,0.0,near-term,2030.0,2021.0,44.0,1 and 2,,,,1.0,reasonable,,1.0,1.0,3.0,,,1.0,5953000000.0,2025,,,3600.0,2026,4.0,2026,False
JPM,JPMorgan Chase,Financials,Diversified Banks,0000019617,JPMorgan Chase,,,Financials,Diversified Banks,New York,946925731840.0,2696200000.0,,,,,210.982,2023,,,,,182447000000.0,2025,72595000000.0,2025,81416000000.0,2025,,,,,,,0.0,,,,,,,,,,,,1.0,1.0,3.0,,,1.0,31591000000.0,2025,16625000000.0,2025,0.0,2026,0.0,2026,False
KDP,Keurig Dr Pepper,Consumer Staples,Soft Drinks & Non-alcoholic Beverages,0001418135,Keurig Dr Pepper,DYTQ8KRTKO7Y2BVU5K74,,Consumer Staples,Soft Drinks & Non-alcoholic Beverages,Massachusetts,42716327936.0,1358663795.0,,,,,373.0301,2023,7604000000.0,2025,,,16603000000.0,2025,3575000000.0,2025,3677000000.0,2025,1505000000.0,2025,486000000.0,2025,70000000.0,2025,0.0,near-term,2030.0,2018.0,50.4,1 and 2,,,,,,,1.0,1.0,3.0,8.0,9.0,1.0,9000000.0,2025,1250000000.0,2025,0.0,2026,1.0,2026,False
KEY,KeyCorp,Financials,Regional Banks,0000091576,KeyCorp,RKPI3RZGV1V1FJTH5T61,,Financials,Regional Banks,Ohio,23306088448.0,1107994000.0,,,,,482.5511,2023,,,,,7513000000.0,2025,2304000000.0,2025,2391000000.0,2025,2101000000.0,2025,107000000.0,2025,,,0.0,,,,,,,,,,,,1.0,0.0,3.0,,,1.0,0.0,2023,1054000000.0,2025,0.0,2026,0.0,2026,False
KEYS,Keysight Technologies,Information Technology,Electronic Equipment & Instruments,0001601046,Keysight Technologies,549300GLKVIO8YRCYN02,,Information Technology,Electronic Equipment & Instruments,California,57651683328.0,173000000.0,,,,,178.4824,2023,2038000000.0,2025,,,5375000000.0,2025,876000000.0,2025,1101000000.0,2025,1281000000.0,2025,128000000.0,2025,1007000000.0,2025,0.0,near-term,2030.0,2021.0,42.0,1 and 2,,,,,,,1.0,1.0,3.0,9.0,11.0,1.0,375000000.0,2025,,,64000.0,2026,1.0,2026,False
KHC,Kraft Heinz,Consumer Staples,Packaged Foods & Meats,0001637459,Kraft Heinz,9845007488EC87F5AF14,,Consumer Staples,Packaged Foods & Meats,Pennsylvania,29171265536.0,1184000000.0,45412.3,2021,1.0,2021,292.9175,2023,16633000000.0,2025,,,24942000000.0,2025,-4669000000.0,2025,-3701000000.0,2025,3661000000.0,2025,801000000.0,2025,167000000.0,2025,1.0,near-term,2030.0,2021.0,50.0,1 and 2,,,,,,1.0,1.0,1.0,3.0,9.0,10.0,1.0,436000000.0,2025,1898000000.0,2025,71199.0,2026,27.0,2026,False
KIM,Kimco Realty,Real Estate,Retail REITs,0000879101,Kimco Realty,254900ARY41P4V1JL861,,Real Estate,Retail REITs,New York,15555605504.0,674093047.0,,,,,210.982,2023,,,,,2140116000.0,2025,770823000.0,2025,1397913000.0,2025,1101615000.0,2025,18400000.0,2025,,,0.0,near-term,2030.0,,,,,,,,,,1.0,0.0,3.0,6.0,9.0,1.0,120329000.0,2025,711745000.0,2025,0.0,2026,0.0,2026,False
KKR,KKR & Co.,Financials,Asset Management & Custody Banks,0001404912,KKR & Co.,,,Financials,Asset Management & Custody Banks,New York,93356531712.0,891451844.0,33792.5,2022,2.0,2022,210.982,2023,,,,,19464307000.0,2025,7099160000.0,2025,6936631000.0,2025,,,,,,,0.0,,,,,,,,,,,,0.0,0.0,,,,1.0,3362000.0,2025,649942000.0,2025,0.0,2026,0.0,2026,False
KLAC,KLA Corporation,Information Technology,Semiconductor Materials & Equipment,0000319201,KLA Corporation,549300H0BF5JCG96TJ81,,Information Technology,Semiconductor Materials & Equipment,California,236014616576.0,1320227000.0,,,,,178.4824,2023,4751867000.0,2025,,,12156162000.0,2025,4644448000.0,2025,5038536000.0,2025,3746644000.0,2025,335259000.0,2025,1360334000.0,2025,0.0,near-term,2030.0,2021.0,50.0,1 and 2,,,,1.0,,,1.0,1.0,2.0,,,0.0,2149946000.0,2025,904594000.0,2025,3600.0,2026,4.0,2026,False
KMB,Kimberly-Clark,Consumer Staples,Household Products,0000055785,Kimberly-Clark,,,Consumer Staples,Household Products,Texas,32642633728.0,331900000.0,1030421.3,2023,8.0,2023,348.5027,2023,10524000000.0,2025,,,16447000000.0,2025,2351000000.0,2025,3156000000.0,2025,1639000000.0,2025,1138000000.0,2025,326000000.0,2025,0.0,near-term,2030.0,2015.0,50.0,1 and 2,,,,,,,1.0,0.0,3.0,,,1.0,141000000.0,2025,1660000000.0,2025,32758.0,2026,15.0,2026,False
KMI,Kinder Morgan,Energy,Oil & Gas Storage & Transportation,0001506307,Kinder Morgan,549300WR7IX8XE0TBO16,,Energy,Oil & Gas Storage & Transportation,Texas,68719116288.0,2224777750.0,9724424.7,2023,211.0,2023,348.5027,2023,9255000000.0,2022,,,16937000000.0,2025,4724000000.0,2025,7177000000.0,2025,2891000000.0,2025,3026000000.0,2025,,,0.0,,,,,,,,,,,,1.0,0.0,3.0,8.0,11.0,1.0,0.0,2025,2604000000.0,2025,1646291.0,2026,80.0,2026,False
KO,Coca-Cola Company (The),Consumer Staples,Soft Drinks & Non-alcoholic Beverages,0000021344,Coca-Cola Company (The),UWJKFUJFZ02DKWI3RY53,,Consumer Staples,Soft Drinks & Non-alcoholic Beverages,Georgia,379872051200.0,4313000000.0,,,,,323.7885,2023,18397000000.0,2025,,,47941000000.0,2025,13762000000.0,2025,14812000000.0,2025,5296000000.0,2025,2112000000.0,2025,,,0.0,,,,,,,,,1.0,limited,,1.0,1.0,,10.0,12.0,1.0,746000000.0,2025,8779000000.0,2025,0.0,2026,0.0,2026,False
KR,Kroger,Consumer Staples,Food Retail,0000056873,Kroger,6CPEOKI6OYJ13Q6O7870,,Consumer Staples,Food Retail,Ohio,34860040192.0,655000000.0,,,,,482.5511,2023,,,,,147642000000.0,2025,1890000000.0,2025,5222000000.0,2025,3456000000.0,2025,3855000000.0,2025,,,0.0,commitment,,,,,,,,1.0,reasonable,,1.0,0.0,3.0,,,1.0,2699000000.0,2025,885000000.0,2025,2670471.0,2026,17.0,2026,False
KVUE,Kenvue,Consumer Staples,Personal Care Products,0001944048,Kenvue,5493008HSF8L4M2LIJ82,,Consumer Staples,Personal Care Products,New Jersey,34151354368.0,1916115445.0,,,,,212.4217,2023,6332000000.0,2025,,,15124000000.0,2025,2414000000.0,2025,2971000000.0,2025,1722000000.0,2025,475000000.0,2025,382000000.0,2025,0.0,near-term,2030.0,2020.0,42.0,1 and 2,,,,,,,1.0,1.0,3.0,,,0.0,197000000.0,2025,1581000000.0,2025,0.0,2026,2.0,2026,False
L,Loews Corporation,Financials,Multi-line Insurance,0000060086,Loews Corporation,R8V1FN4M5ITGZOG7BS19,,Financials,Multi-line Insurance,New York,22239690752.0,209100000.0,1938481.4,2023,43.0,2023,210.982,2023,,,,,18454000000.0,2025,2283000000.0,2025,2890000000.0,2025,2700000000.0,2025,579000000.0,2025,,,0.0,,,,,,,,,,,,1.0,1.0,,,,1.0,806000000.0,2025,52000000.0,2025,0.0,2026,0.0,2026,False
LDOS,Leidos,Industrials,Diversified Support Services,0001336920,Leidos,,,Industrials,Diversified Support Services,Virginia,16170926080.0,126380657.0,,,,,243.5116,2023,14075000000.0,2025,,,17174000000.0,2025,2109000000.0,2025,2399000000.0,2025,1625000000.0,2025,125000000.0,2025,187000000.0,2025,0.0,,,,,,,,,,,,1.0,1.0,3.0,9.0,10.0,1.0,400000000.0,2025,,,0.0,2026,0.0,2026,False
LEN,Lennar,Consumer Discretionary,Homebuilding,0000920760,Lennar,529900G61XVRLX5TJX09,,Consumer Discretionary,Homebuilding,Florida,19175251968.0,272019000.0,,,,,356.816,2023,,,,,34186934000.0,2025,2813863000.0,2025,2948173000.0,2025,28183000.0,2025,188629000.0,2025,,,0.0,,,,,,,,,,,,1.0,1.0,3.0,,,1.0,1808369000.0,2025,520959000.0,2025,0.0,2026,0.0,2026,False
LH,Labcorp,Health Care,Health Care Services,0000920148,Labcorp,,,Health Care,Health Care Services,North Carolina,25265895424.0,82200000.0,,,,,283.0228,2023,9939200000.0,2025,,,13951700000.0,2025,1384700000.0,2025,2065800000.0,2025,1206000000.0,2025,434500000.0,2025,,,0.0,near-term,2030.0,2020.0,42.0,1 and 2,,,,,,,1.0,1.0,3.0,10.0,11.0,1.0,450000000.0,2025,240700000.0,2025,81832.0,2026,10.0,2026,False
LHX,L3Harris,Industrials,Aerospace & Defense,0000202058,L3Harris,,,Industrials,Aerospace & Defense,Florida,45723136000.0,186844093.0,,,,,356.816,2023,15801000000.0,2024,,,21325000000.0,2024,2110000000.0,2025,3334000000.0,2025,2682000000.0,2025,424000000.0,2025,,,0.0,,,,,,,,,,,,1.0,1.0,3.0,,,1.0,1154000000.0,2025,903000000.0,2025,3375.0,2026,6.0,2026,False
LII,Lennox International,Industrials,Building Products,0001069202,Lennox International,S7DWAC87RDMPBF77GJ92,,Industrials,Building Products,Texas,12650590208.0,35400000.0,,,,,348.5027,2023,3460500000.0,2025,,,5195300000.0,2025,1041500000.0,2025,1154000000.0,2025,638800000.0,2025,118800000.0,2025,103400000.0,2025,0.0,near-term,2034.0,2019.0,37.5,1 and 2,,,,,,,1.0,1.0,3.0,,,1.0,482300000.0,2025,173000000.0,2025,0.0,2026,1.0,2026,False
LIN,Linde plc,Materials,Industrial Gases,0001707925,Linde plc,,,Materials,Industrial Gases,United Kingdom,214918168576.0,472195000.0,8787322.3,2023,18.0,2023,,,,,,,33986000000.0,2025,8923000000.0,2025,12686000000.0,2025,5089000000.0,2025,5261000000.0,2025,147000000.0,2025,0.0,near-term,2035.0,,,,,,,,,,1.0,1.0,3.0,,,1.0,4601000000.0,2025,2811000000.0,2025,0.0,2026,0.0,2026,False
LITE,Lumentum,Information Technology,Communications Equipment,0001633978,Lumentum,549300JLWRRC38DWEF52,,Information Technology,Communications Equipment,California,83154591744.0,69800000.0,,,,,178.4824,2023,,,,,1645000000.0,2025,-180100000.0,2025,524800000.0,2026,-104700000.0,2025,231000000.0,2025,303900000.0,2025,1.0,net-zero,2030.0,2022.0,90.0,1 and 2,,,,,,1.0,1.0,1.0,3.0,,,0.0,0.0,2025,,,0.0,2026,0.0,2026,False
LLY,Lilly (Eli),Health Care,Pharmaceuticals,0000059478,Lilly (Eli),,,Health Care,Pharmaceuticals,Indiana,994915778560.0,899300000.0,,,,,660.9703,2023,11052000000.0,2025,,,65179000000.0,2025,25731000000.0,2025,27728000000.0,2025,,,,,7190800000.0,2022,0.0,,,,,,,,1.0,,,,1.0,0.0,3.0,11.0,12.0,1.0,4108000000.0,2025,5384000000.0,2025,0.0,2026,0.0,2026,False
LMT,Lockheed Martin,Industrials,Aerospace & Defense,0000936468,Lockheed Martin,DPRBOZP0K5RM2YE8UU08,,Industrials,Aerospace & Defense,Maryland,120978202624.0,229000000.0,95794.1,2023,2.0,2023,235.8781,2023,67429000000.0,2025,,,75048000000.0,2025,7731000000.0,2025,9418000000.0,2025,6908000000.0,2025,1649000000.0,2025,2000000000.0,2025,0.0,,,,,,,,,,,,1.0,1.0,3.0,,,1.0,3000000000.0,2025,3131000000.0,2025,119594.0,2026,24.0,2026,False
LNT,Alliant Energy,Utilities,Electric Utilities,0000352541,Alliant Energy,5493009ML300G373MZ12,,Utilities,Electric Utilities,Wisconsin,17439490048.0,257137261.0,13023321.5,2023,18.0,2023,524.8046,2023,625000000.0,2025,,,4362000000.0,2025,1025000000.0,2025,1871000000.0,2025,-998000000.0,2022,1484000000.0,2022,,,0.0,,,,,,,,,,,,1.0,0.0,3.0,,,0.0,,,521000000.0,2025,0.0,2026,1.0,2026,False
LOW,Lowe's,Consumer Discretionary,Home Improvement Retail,0000060667,Lowe's,,,Consumer Discretionary,Home Improvement Retail,North Carolina,110426652672.0,561000000.0,,,,,283.0228,2023,57401000000.0,2025,,,86286000000.0,2025,10153000000.0,2025,12347000000.0,2025,7651000000.0,2025,2213000000.0,2025,,,0.0,,,,,,,,,,,,1.0,1.0,3.0,11.0,12.0,1.0,211000000.0,2025,2636000000.0,2025,25612501.0,2026,242.0,2026,False
LRCX,Lam Research,Information Technology,Semiconductor Materials & Equipment,0000707549,Lam Research,549300I4GMO6D34U1T02,,Information Technology,Semiconductor Materials & Equipment,California,373168930816.0,1268740000.0,,,,,178.4824,2023,9456532000.0,2025,,,18435591000.0,2025,5900968000.0,2025,6287245000.0,2025,5414078000.0,2025,759186000.0,2025,2096387000.0,2025,0.0,near-term,2034.0,2019.0,46.2,1 and 2,,,,,,1.0,1.0,1.0,3.0,,,1.0,3422321000.0,2025,1149542000.0,2025,0.0,2026,1.0,2026,False
LULU,Lululemon Athletica,Consumer Discretionary,"Apparel, Accessories & Luxury Goods",0001397187,Lululemon Athletica,549300D9GZ4BMLDW5T40,,Consumer Discretionary,"Apparel, Accessories & Luxury Goods",Canada,10956971008.0,111380000.0,,,,,,,4818468000.0,2025,,,11102600000.0,2025,2210615000.0,2025,2706843000.0,2025,921675000.0,2025,680802000.0,2025,,,0.0,,,,,,,,,,,,1.0,1.0,3.0,,,0.0,1178349000.0,2025,,,0.0,2026,0.0,2026,False
LUV,Southwest Airlines,Industrials,Passenger Airlines,0000092380,Southwest Airlines,UDTZ87G0STFETI6HGH41,,Industrials,Passenger Airlines,Texas,19196530688.0,558000000.0,,,,,348.5027,2023,,,5240000000.0,2025,28063000000.0,2025,428000000.0,2025,1988000000.0,2025,-831000000.0,2025,2673000000.0,2025,,,0.0,,,,,,,,,,,,1.0,0.0,3.0,,,0.0,2550000000.0,2025,399000000.0,2025,0.0,2026,2.0,2026,False
LVS,Las Vegas Sands,Consumer Discretionary,Casinos & Gaming,0001300514,Las Vegas Sands,,,Consumer Discretionary,Casinos & Gaming,Nevada,27741042688.0,675000000.0,,,,,291.374,2023,,,,,13017000000.0,2025,2818000000.0,2025,4282000000.0,2025,1855000000.0,2025,1168000000.0,2025,269000000.0,2025,0.0,near-term,2030.0,2018.0,60.2,1 and 2,,,,,,,1.0,1.0,,,,0.0,2217000000.0,2025,833000000.0,2025,0.0,2026,0.0,2026,False
LYB,LyondellBasell,Materials,Specialty Chemicals,0001489393,LyondellBasell,,,Materials,Specialty Chemicals,Netherlands,20574285824.0,322084769.0,6109912.0,2014,7.0,2014,,,27576000000.0,2025,,,30153000000.0,2025,-420000000.0,2025,970000000.0,2025,384000000.0,2025,1878000000.0,2025,136000000.0,2025,0.0,,,,,,,,1.0,,,,1.0,1.0,3.0,,,0.0,201000000.0,2025,1764000000.0,2025,10766361.0,2026,18.0,2026,False
LYV,Live Nation Entertainment,Communication Services,Movies & Entertainment,0001335258,Live Nation Entertainment,5493007B9BM9ZXJINO78,,Communication Services,Movies & Entertainment,California,39638056960.0,235421446.0,,,,,178.4824,2023,,,,,25201406000.0,2025,1251217000.0,2025,1890089000.0,2025,333611000.0,2025,1061705000.0,2025,,,0.0,,,,,,,,,,,,1.0,0.0,,,,0.0,23531000.0,2025,,,0.0,2026,0.0,2026,False
MA,Mastercard,Financials,Transaction & Payment Processing Services,0001141391,Mastercard,AR5L2ODV9HN37376R084,,Financials,Transaction & Payment Processing Services,New York,498616074240.0,906000000.0,,,,,210.982,2023,,,,,32791000000.0,2025,18897000000.0,2025,20040000000.0,2025,17159000000.0,2025,489000000.0,2025,,,0.0,near-term,2030.0,2016.0,60.2,"1, 2 and 3",,,,,,,1.0,1.0,3.0,10.0,11.0,1.0,11727000000.0,2025,2756000000.0,2025,0.0,2026,0.0,2026,False
MAA,Mid-America Apartment Communities,Real Estate,Multi-Family Residential REITs,0000912595,Mid-America Apartment Communities,549300FQZKFR5YNSHZ21,,Real Estate,Multi-Family Residential REITs,Tennessee,14845492224.0,116878077.0,,,,,298.1312,2023,,,,,2209126000.0,2025,130276000.0,2025,753245000.0,2025,,,,,,,0.0,,,,,,,,,,,,1.0,0.0,,,,1.0,27235000.0,2025,709024000.0,2025,0.0,2026,0.0,2026,False
MAR,Marriott International,Consumer Discretionary,"Hotels, Resorts & Cruise Lines",0001048286,Marriott International,225YDZ14ZO8E1TXUSU86,,Consumer Discretionary,"Hotels, Resorts & Cruise Lines",Maryland,87275872256.0,265864771.0,,,,,235.8781,2023,,,,,26186000000.0,2025,4141000000.0,2025,4268000000.0,2025,2608000000.0,2025,604000000.0,2025,,,1.0,near-term,2030.0,2019.0,46.2,1 and 2,,,,,,,1.0,1.0,3.0,,,1.0,3300000000.0,2025,718000000.0,2025,0.0,2026,0.0,2026,False
MAS,Masco,Industrials,Building Products,0000062996,Masco,5GCSNMQXHEYA1JO8QN11,,Industrials,Building Products,Michigan,13511281664.0,204300000.0,,,,,359.7763,2023,4883000000.0,2025,,,7562000000.0,2025,1248000000.0,2025,1396000000.0,2025,866000000.0,2025,156000000.0,2025,,,0.0,,,,,,,,,,,,1.0,1.0,3.0,9.0,10.0,1.0,571000000.0,2025,261000000.0,2025,71374.0,2026,15.0,2026,False
MCD,McDonald's,Consumer Discretionary,Restaurants,0000063908,McDonald's,UE2136O97NLB5BYP9H04,,Consumer Discretionary,Restaurants,Illinois,178700713984.0,716.4,,,,,213.9618,2023,,,,,26885000000.0,2025,12393000000.0,2025,12850000000.0,2025,7186000000.0,2025,3365000000.0,2025,,,1.0,near-term,2030.0,2018.0,50.4,1 and 2,,,,,,,1.0,1.0,3.0,11.0,12.0,1.0,2056000000.0,2025,5115000000.0,2025,3000.0,2026,11.0,2026,False
MCHP,Microchip Technology,Information Technology,Semiconductors,0000827054,Microchip Technology,5493007PTFULNYZJ1R12,,Information Technology,Semiconductors,Arizona,40291246080.0,542079011.0,472938.2,2023,3.0,2023,311.4764,2023,1992000000.0,2025,,,4713100000.0,2025,490100000.0,2025,1179400000.0,2025,871000000.0,2025,91100000.0,2025,1085900000.0,2025,0.0,,,,,,,,,1.0,limited,1.0,1.0,1.0,,,,1.0,0.0,2025,984000000.0,2025,30541.0,2026,3.0,2026,False
MCK,McKesson Corporation,Health Care,Health Care Distributors,0000927653,McKesson Corporation,549300WZWOM80UCFSF54,,Health Care,Health Care Distributors,Texas,102775570432.0,124100000.0,,,,,348.5027,2023,388880000000.0,2025,,,403430000000.0,2025,6212000000.0,2025,6499000000.0,2025,5719000000.0,2025,436000000.0,2025,,,0.0,near-term,2032.0,2020.0,50.4,1 and 2,,,,,,,1.0,1.0,3.0,10.0,11.0,1.0,4750000000.0,2025,381000000.0,2025,0.0,2026,0.0,2026,False
MCO,Moody's Corporation,Financials,Financial Exchanges & Data,0001059556,Moody's Corporation,549300GCEDD8YCF5WU84,,Financials,Financial Exchanges & Data,New York,82252316672.0,179900000.0,,,,,210.982,2023,1973000000.0,2025,,,7718000000.0,2025,3351000000.0,2025,3831000000.0,2025,2575000000.0,2025,326000000.0,2025,,,1.0,near-term,2030.0,2019.0,50.0,1 and 2,,,,,,,1.0,0.0,3.0,,,1.0,1607000000.0,2025,701000000.0,2025,0.0,2026,0.0,2026,False
MDLZ,Mondelez International,Consumer Staples,Packaged Foods & Meats,0001103982,Mondelez International,,,Consumer Staples,Packaged Foods & Meats,Illinois,79692677120.0,1298000000.0,13247.4,2018,1.0,2018,213.9618,2023,27602000000.0,2025,,,38537000000.0,2025,3548000000.0,2025,4906000000.0,2025,3235000000.0,2025,1279000000.0,2025,400000000.0,2025,1.0,near-term,2030.0,2018.0,50.4,1 and 2,,,,,,,1.0,1.0,3.0,,,1.0,2385000000.0,2025,2487000000.0,2025,0.0,2026,0.0,2026,False
MDT,Medtronic,Health Care,Health Care Equipment,0001613103,Medtronic,D56MRZY2INAN94ZONZ37,,Health Care,Health Care Equipment,Ireland,116350386176.0,1280177293.0,,,,,,,12721000000.0,2025,,,36364000000.0,2025,6467000000.0,2025,9425000000.0,2025,5426000000.0,2025,1904000000.0,2025,,,0.0,near-term,,,,,,,,,,,1.0,1.0,3.0,,,1.0,1035000000.0,2025,3639000000.0,2025,117998.0,2026,6.0,2026,False
MET,MetLife,Financials,Life & Health Insurance,0001099219,MetLife,C4BXATY60WC6XEOZDX54,,Financials,Life & Health Insurance,New York,61730230272.0,655333773.0,,,,,210.982,2023,,,,,77084000000.0,2025,6137000000.0,2025,6137000000.0,2025,,,,,,,0.0,commitment,,,,,,,,,,,1.0,0.0,3.0,,,1.0,2883000000.0,2025,1509000000.0,2025,0.0,2026,0.0,2026,False
META,Meta Platforms,Communication Services,Interactive Media & Services,0001326801,Meta Platforms,BQ4BKCS1HXDV9HN80Z93,,Communication Services,Interactive Media & Services,California,1650860490752.0,2574000000.0,,,,,178.4824,2023,36175000000.0,2025,,,200966000000.0,2025,83276000000.0,2025,101892000000.0,2025,46109000000.0,2025,69691000000.0,2025,57372000000.0,2025,0.0,near-term,2031.0,2021.0,42.0,1 and 2,,,,1.0,limited,1.0,1.0,0.0,,,,1.0,26248000000.0,2025,5324000000.0,2025,0.0,2026,1.0,2026,False
MGM,MGM Resorts,Consumer Discretionary,Casinos & Gaming,0000789570,MGM Resorts,,,Consumer Discretionary,Casinos & Gaming,Nevada,10205905920.0,258323143.0,110103.336,2023,1.0,2023,291.374,2023,,,,,17537683000.0,2025,1001780000.0,2025,2019574000.0,2025,1460451000.0,2025,1068927000.0,2025,,,0.0,near-term,2030.0,,,,,,,,,,1.0,1.0,3.0,,,0.0,1228272000.0,2025,0.0,2024,26000.0,2026,2.0,2026,False
MKC,McCormick & Company,Consumer Staples,Packaged Foods & Meats,0000063754,McCormick & Company,549300JQQA6MQ4OJP259,,Consumer Staples,Packaged Foods & Meats,Maryland,13797462016.0,269400000.0,,,,,235.8781,2023,4248100000.0,2025,,,6840300000.0,2025,1070800000.0,2025,1302100000.0,2025,740400000.0,2025,221800000.0,2025,106100000.0,2025,1.0,net-zero,2030.0,2020.0,42.0,1 and 2,,,,,,,1.0,1.0,3.0,,,1.0,34800000.0,2025,483000000.0,2025,0.0,2026,1.0,2026,False
MLM,Martin Marietta Materials,Materials,Construction Materials,0000916076,Martin Marietta Materials,5299005MZ4WZECVATV08,,Materials,Construction Materials,North Carolina,36217044992.0,60309739.0,3999044.2,2023,4.0,2023,283.0228,2023,4261000000.0,2025,,,6150000000.0,2025,1437000000.0,2025,2074000000.0,2025,978000000.0,2025,807000000.0,2025,,,0.0,near-term,2035.0,2023.0,63.0,1 and 2,,,,,,,1.0,1.0,3.0,9.0,10.0,1.0,450000000.0,2025,197000000.0,2025,10000.0,2026,15.0,2026,False
MMM,3M,Industrials,Industrial Conglomerates,0000066740,3M,LUZQVYP4VS22CLWDAR65,,Industrials,Industrial Conglomerates,Minnesota,85078728704.0,530279131.0,1007143.7,2023,11.0,2023,339.0806,2023,14991000000.0,2025,,,24948000000.0,2025,4629000000.0,2025,5937000000.0,2025,1396000000.0,2025,910000000.0,2025,700000000.0,2024,0.0,near-term,2030.0,2019.0,52.6,1 and 2,0.5,2025,,,,,1.0,0.0,3.0,,,1.0,3251000000.0,2025,1562000000.0,2025,,,,,False
MNST,Monster Beverage,Consumer Staples,Soft Drinks & Non-alcoholic Beverages,0000865752,Monster Beverage,52990090AP0E7HCB6F33,,Consumer Staples,Soft Drinks & Non-alcoholic Beverages,California,85022851072.0,978113000.0,,,,,178.4824,2023,3662148000.0,2025,,,8294343000.0,2025,2419354000.0,2025,2533795000.0,2025,1965902000.0,2025,132275000.0,2025,,,0.0,commitment,,,,,,,,,,,1.0,1.0,3.0,,,1.0,103646000.0,2025,,,0.0,2026,0.0,2026,False
MO,Altria,Consumer Staples,Tobacco,0000764180,Altria,XSGZFLO9YTNO9VCQV219,,Consumer Staples,Tobacco,Virginia,115178938368.0,1674318297.0,66467.2,2023,2.0,2023,243.5116,2023,5597000000.0,2025,,,23279000000.0,2025,9899000000.0,2025,10165000000.0,2025,9074000000.0,2025,216000000.0,2025,195000000.0,2025,1.0,near-term,2030.0,2022.0,65.0,1 and 2,,,,,,,1.0,1.0,3.0,9.0,10.0,0.0,1000000000.0,2025,6960000000.0,2025,0.0,2026,0.0,2026,False
MOS,Mosaic Company (The),Materials,Fertilizers & Agricultural Chemicals,0001285785,Mosaic Company (The),2YD5STGSJNMUB7H76907,,Materials,Fertilizers & Agricultural Chemicals,Florida,8007791616.0,317408647.0,1584500.0,2023,8.0,2023,356.816,2023,10150500000.0,2025,,,12052400000.0,2025,821500000.0,2025,1871400000.0,2025,-534600000.0,2025,1359400000.0,2025,,,0.0,,,,,,,,,1.0,,,1.0,0.0,3.0,,,0.0,0.0,2025,280400000.0,2025,0.0,2026,0.0,2026,False
MPC,Marathon Petroleum,Energy,Oil & Gas Refining & Marketing,0001510295,Marathon Petroleum,,,Energy,Oil & Gas Refining & Marketing,Ohio,111186952192.0,306000000.0,15864357.7,2023,26.0,2023,482.5511,2023,119446000000.0,2025,,,132699000000.0,2025,8291000000.0,2025,11542000000.0,2025,4767000000.0,2025,3486000000.0,2025,,,0.0,,,,,,,,,,,,1.0,1.0,,10.0,11.0,1.0,3488000000.0,2025,1140000000.0,2025,256465.0,2026,21.0,2026,False
