ticker,company,sector,sub_industry,cik,legal_name,gics_sector,gics_sub_industry,hq_state,market_cap_usd,shares_outstanding,esg_risk_score_external,esg_controversy_level_external
OKE,Oneok,Energy,Oil & Gas Storage & Transportation,0001039684,Oneok,Energy,Oil & Gas Storage & Transportation,Oklahoma,60906319872.0,629707691.0,25.1,Medium
OMC,Omnicom Group,Communication Services,Advertising,0000029989,Omnicom Group,Communication Services,Advertising,New York,21676075008.0,313100000.0,16.3,Low
ON,ON Semiconductor,Information Technology,Semiconductors,0001097864,ON Semiconductor,Information Technology,Semiconductors,Arizona,29642719232.0,396740551.0,22.4,Medium
ORCL,Oracle Corporation,Information Technology,Application Software,0001341439,Oracle Corporation,Information Technology,Application Software,Texas,432877174784.0,2880000000.0,13.9,Low
ORLY,O'Reilly Automotive,Consumer Discretionary,Automotive Retail,0000898173,O'Reilly Automotive,Consumer Discretionary,Automotive Retail,Missouri,69425012736.0,841909238.0,12.1,Low
OTIS,Otis Worldwide,Industrials,Industrial Machinery & Supplies & Components,0001781335,Otis Worldwide,Industrials,Industrial Machinery & Supplies & Components,Connecticut,26304251904.0,394900000.0,,
OXY,Occidental Petroleum,Energy,Oil & Gas Exploration & Production,0000797468,Occidental Petroleum,Energy,Oil & Gas Exploration & Production,Texas,61437710336.0,984416165.0,41.7,Severe
PANW,Palo Alto Networks,Information Technology,Systems Software,0001327567,Palo Alto Networks,Information Technology,Systems Software,California,270471692288.0,815000000.0,13.9,Low
PAYX,Paychex,Industrials,Human Resource & Employment Services,0000723531,Paychex,Industrials,Human Resource & Employment Services,New York,41222541312.0,355600000.0,16.7,Low
PCAR,Paccar,Industrials,Construction Machinery & Heavy Transportation Equipment,0000075362,Paccar,Industrials,Construction Machinery & Heavy Transportation Equipment,Washington,64600772608.0,526800000.0,27.6,Medium
PCG,PG&E Corporation,Utilities,Multi-Utilities,0001004980,PG&E Corporation,Utilities,Multi-Utilities,California,30392664064.0,2197942874.0,30.4,High
PEG,Public Service Enterprise Group,Utilities,Electric Utilities,0000788784,Public Service Enterprise Group,Utilities,Electric Utilities,New Jersey,36080627712.0,498000000.0,27.2,Medium
PEP,PepsiCo,Consumer Staples,Soft Drinks & Non-alcoholic Beverages,0000077476,PepsiCo,Consumer Staples,Soft Drinks & Non-alcoholic Beverages,New York,186213122048.0,1373000000.0,22.1,Medium
PFE,Pfizer,Health Care,Pharmaceuticals,0000078003,Pfizer,Health Care,Pharmaceuticals,New York,157994942464.0,5713000000.0,24.6,Medium
PFG,Principal Financial Group,Financials,Life & Health Insurance,0001126328,Principal Financial Group,Financials,Life & Health Insurance,Iowa,24871464960.0,217380912.0,14.2,Low
PG,Procter & Gamble,Consumer Staples,Personal Care Products,0000080424,Procter & Gamble,Consumer Staples,Personal Care Products,Ohio,337414619136.0,2422500000.0,28.6,Medium
PGR,Progressive Corporation,Financials,Property & Casualty Insurance,0000080661,Progressive Corporation,Financials,Property & Casualty Insurance,Ohio,126458986496.0,588100000.0,20.0,Medium
PH,Parker Hannifin,Industrials,Industrial Machinery & Supplies & Components,0000076334,Parker Hannifin,Industrials,Industrial Machinery & Supplies & Components,Ohio,119774085120.0,128100000.0,29.5,Medium
PHM,PulteGroup,Consumer Discretionary,Homebuilding,0000822416,PulteGroup,Consumer Discretionary,Homebuilding,Georgia,22526916608.0,192724978.0,21.4,Medium
PKG,Packaging Corporation of America,Materials,Paper & Plastic Packaging Products & Materials,0000075677,Packaging Corporation of America,Materials,Paper & Plastic Packaging Products & Materials,Illinois,20884639744.0,89600000.0,18.6,Low
PLD,Prologis,Real Estate,Industrial REITs,0001045609,Prologis,Real Estate,Industrial REITs,California,131961405440.0,929153000.0,10.3,Low
PLTR,Palantir Technologies,Information Technology,Application Software,0001321655,Palantir Technologies,Information Technology,Application Software,Florida,401863442432.0,2391192000.0,,
PM,Philip Morris International,Consumer Staples,Tobacco,0001413329,Philip Morris International,Consumer Staples,Tobacco,New York,297788669952.0,1558000000.0,28.5,Medium
PNC,PNC Financial Services,Financials,Diversified Banks,0000713676,PNC Financial Services,Financials,Diversified Banks,Pennsylvania,97438007296.0,396000000.0,26.1,Medium
PNR,Pentair,Industrials,Industrial Machinery & Supplies & Components,0000077360,Pentair,Industrials,Industrial Machinery & Supplies & Components,United Kingdom,9030168576.0,165500000.0,22.1,Medium
PNW,Pinnacle West Capital,Utilities,Multi-Utilities,0000764622,Pinnacle West Capital,Utilities,Multi-Utilities,Arizona,11647053824.0,121971000.0,30.8,High
PODD,Insulet Corporation,Health Care,Health Care Equipment,0001145197,Insulet Corporation,Health Care,Health Care Equipment,Massachusetts,9151980544.0,70390816.0,,
PPG,PPG Industries,Materials,Specialty Chemicals,0000079879,PPG Industries,Materials,Specialty Chemicals,Pennsylvania,23452649472.0,223426948.0,25.2,Medium
PPL,PPL Corporation,Utilities,Electric Utilities,0000922224,PPL Corporation,Utilities,Electric Utilities,Pennsylvania,25646729216.0,751041000.0,31.3,High
PRU,Prudential Financial,Financials,Life & Health Insurance,0001137774,Prudential Financial,Financials,Life & Health Insurance,New Jersey,41137799168.0,353700000.0,19.9,Low
PSA,Public Storage,Real Estate,Self-Storage REITs,0001393311,Public Storage,Real Estate,Self-Storage REITs,California,55401701376.0,175902000.0,13.1,Low
PSKY,Paramount Skydance Corporation,Communication Services,Movies & Entertainment,0002041610,Paramount Skydance Corporation,Communication Services,Movies & Entertainment,California,11892625408.0,664000000.0,,
PSX,Phillips 66,Energy,Oil & Gas Refining & Marketing,0001534701,Phillips 66,Energy,Oil & Gas Refining & Marketing,Texas,104030609408.0,408053000.0,35.4,High
PTC,PTC Inc.,Information Technology,Application Software,0000857005,PTC Inc.,Information Technology,Application Software,Massachusetts,14190448640.0,119536000.0,18.9,Low
PWR,Quanta Services,Industrials,Construction & Engineering,0001050915,Quanta Services,Industrials,Construction & Engineering,Texas,97810407424.0,149577564.0,36.9,High
PYPL,PayPal,Financials,Transaction & Payment Processing Services,0001633917,PayPal,Financials,Transaction & Payment Processing Services,California,45955358720.0,920000000.0,17.8,Low
Q,Qnity Electronics,Information Technology,Semiconductor Materials & Equipment,0002058873,Qnity Electronics,Information Technology,Semiconductor Materials & Equipment,Delaware,26443960320.0,209800000.0,,
QCOM,Qualcomm,Information Technology,Semiconductors,0000804328,Qualcomm,Information Technology,Semiconductors,California,194354970624.0,1074000000.0,15.4,Low
RCL,Royal Caribbean Group,Consumer Discretionary,"Hotels, Resorts & Cruise Lines",0000884887,Royal Caribbean Group,Consumer Discretionary,"Hotels, Resorts & Cruise Lines",Florida,69574991872.0,274000000.0,20.7,Medium
RDDT,Reddit,Communication Services,Interactive Media & Services,0001713445,Reddit,Communication Services,Interactive Media & Services,California,30354399232.0,202107978.0,,
REG,Regency Centers,Real Estate,Retail REITs,0000910606,Regency Centers,Real Estate,Retail REITs,Florida,13950861312.0,182902234.0,11.7,Low
REGN,Regeneron Pharmaceuticals,Health Care,Biotechnology,0000872589,Regeneron Pharmaceuticals,Health Care,Biotechnology,New York,80458293248.0,108600000.0,18.0,Low
RF,Regions Financial Corporation,Financials,Regional Banks,0001281761,Regions Financial Corporation,Financials,Regional Banks,Alabama,25668636672.0,896000000.0,16.9,Low
RJF,Raymond James Financial,Financials,Investment Banking & Brokerage,0000720005,Raymond James Financial,Financials,Investment Banking & Brokerage,Florida,33321666560.0,198139594.0,27.0,Medium
RL,Ralph Lauren Corporation,Consumer Discretionary,"Apparel, Accessories & Luxury Goods",0001037038,Ralph Lauren Corporation,Consumer Discretionary,"Apparel, Accessories & Luxury Goods",New York,20203741184.0,62300000.0,14.6,Low
RMD,ResMed|,Health Care,Health Care Equipment,0000943819,ResMed|,Health Care,Health Care Equipment,California,31485952000.0,144239563.0,26.4,Medium
ROK,Rockwell Automation,Industrials,Electrical Components & Equipment,0001024478,Rockwell Automation,Industrials,Electrical Components & Equipment,Wisconsin,47668649984.0,112400000.0,17.7,Low
ROL,"Rollins, Inc.",Industrials,Environmental & Facilities Services,0000084839,"Rollins, Inc.",Industrials,Environmental & Facilities Services,Georgia,16710179840.0,481193751.0,19.3,Low
ROP,Roper Technologies,Information Technology,Electronic Equipment & Instruments,0000882835,Roper Technologies,Information Technology,Electronic Equipment & Instruments,Florida,38424965120.0,106600000.0,20.4,Medium
ROST,Ross Stores,Consumer Discretionary,Apparel Retail,0000745732,Ross Stores,Consumer Discretionary,Apparel Retail,California,74017030144.0,322333000.0,18.2,Low
RSG,Republic Services,Industrials,Environmental & Facilities Services,0001060391,Republic Services,Industrials,Environmental & Facilities Services,Arizona,68205883392.0,312168000.0,20.9,Medium
RTX,RTX Corporation,Industrials,Aerospace & Defense,0000101829,RTX Corporation,Industrials,Aerospace & Defense,Massachusetts,266424811520.0,1356400000.0,,
RVTY,Revvity,Health Care,Health Care Equipment,0000031791,Revvity,Health Care,Health Care Equipment,Massachusetts,13871304704.0,112281000.0,16.7,Low
SBAC,SBA Communications,Real Estate,Telecom Tower REITs,0001034054,SBA Communications,Real Estate,Telecom Tower REITs,Florida,19676162048.0,105666000.0,11.6,Low
SBUX,Starbucks,Consumer Discretionary,Restaurants,0000829224,Starbucks,Consumer Discretionary,Restaurants,Washington,112563601408.0,1136900000.0,24.7,Medium
SCHW,Charles Schwab Corporation,Financials,Investment Banking & Brokerage,0000316709,Charles Schwab Corporation,Financials,Investment Banking & Brokerage,Texas,185471254528.0,1809000000.0,23.3,Medium
SHW,Sherwin-Williams,Materials,Specialty Chemicals,0000089800,Sherwin-Williams,Materials,Specialty Chemicals,Ohio,78486134784.0,247700000.0,29.4,Medium
SJM,J.M. Smucker Company (The),Consumer Staples,Packaged Foods & Meats,0000091419,J.M. Smucker Company (The),Consumer Staples,Packaged Foods & Meats,Ohio,12940560384.0,106661858.0,30.5,High
SLB,Schlumberger,Energy,Oil & Gas Equipment & Services,0000087347,Schlumberger,Energy,Oil & Gas Equipment & Services,Texas,83201073152.0,1495331485.0,20.3,Medium
SMCI,Supermicro,Information Technology,"Technology Hardware, Storage & Peripherals",0001375365,Supermicro,Information Technology,"Technology Hardware, Storage & Peripherals",California,26344310784.0,656882000.0,,
SNA,Snap-on,Industrials,Industrial Machinery & Supplies & Components,0000091440,Snap-on,Industrials,Industrial Machinery & Supplies & Components,Wisconsin,19420432384.0,53000000.0,30.5,High
SNDK,Sandisk,Information Technology,"Technology Hardware, Storage & Peripherals",0002023554,Sandisk,Information Technology,"Technology Hardware, Storage & Peripherals",California,239153479680.0,146000000.0,,
SNPS,Synopsys,Information Technology,Application Software,0000883241,Synopsys,Information Technology,Application Software,California,76152569856.0,185994000.0,14.4,Low
SO,Southern Company,Utilities,Electric Utilities,0000092122,Southern Company,Utilities,Electric Utilities,Georgia,100277141504.0,1109000000.0,33.0,High
SOLV,Solventum,Health Care,Health Care Technology,0001964738,Solventum,Health Care,Health Care Technology,Minnesota,14886064128.0,173490864.0,,
SPG,Simon Property Group,Real Estate,Retail REITs,0001063761,Simon Property Group,Real Estate,Retail REITs,Indiana,77758283776.0,326366632.0,14.0,Low
SPGI,S&P Global,Financials,Financial Exchanges & Data,0000064040,S&P Global,Financials,Financial Exchanges & Data,New York,121077309440.0,298800000.0,13.0,Low
SRE,Sempra,Utilities,Multi-Utilities,0001032208,Sempra,Utilities,Multi-Utilities,California,54496051200.0,652731668.0,23.6,Medium
STE,Steris,Health Care,Health Care Equipment,0001757898,Steris,Health Care,Health Care Equipment,Ireland,20549122048.0,97800000.0,,
STLD,Steel Dynamics,Materials,Steel,0001022671,Steel Dynamics,Materials,Steel,Indiana,34368643072.0,144940102.0,33.0,High
STT,State Street Corporation,Financials,Asset Management & Custody Banks,0000093751,State Street Corporation,Financials,Asset Management & Custody Banks,Massachusetts,53127319552.0,279077907.0,24.1,Medium
STX,Seagate Technology,Information Technology,"Technology Hardware, Storage & Peripherals",0001137789,Seagate Technology,Information Technology,"Technology Hardware, Storage & Peripherals",Ireland,188774842368.0,226791724.0,10.7,Low
STZ,Constellation Brands,Consumer Staples,Distillers & Vintners,0000016918,Constellation Brands,Consumer Staples,Distillers & Vintners,New York,20914993152.0,170752511.0,24.7,Medium
SW,Smurfit Westrock,Materials,Paper & Plastic Packaging Products & Materials,0002005951,Smurfit Westrock,Materials,Paper & Plastic Packaging Products & Materials,Ireland,22669881344.0,522310486.0,,
SWK,Stanley Black & Decker,Industrials,Industrial Machinery & Supplies & Components,0000093556,Stanley Black & Decker,Industrials,Industrial Machinery & Supplies & Components,Connecticut,13476724736.0,155036411.0,25.3,Medium
SWKS,Skyworks Solutions,Information Technology,Semiconductors,0000004127,Skyworks Solutions,Information Technology,Semiconductors,California,13294270464.0,148700000.0,28.0,Medium
SYF,Synchrony Financial,Financials,Consumer Finance,0001601712,Synchrony Financial,Financials,Consumer Finance,Connecticut,24724930560.0,347000000.0,17.3,Low
SYK,Stryker Corporation,Health Care,Health Care Equipment,0000310764,Stryker Corporation,Health Care,Health Care Equipment,Michigan,105697386496.0,386500000.0,28.3,Medium
SYY,Sysco,Consumer Staples,Food Distributors,0000096021,Sysco,Consumer Staples,Food Distributors,Texas,39865577472.0,480612203.0,15.9,Low
T,AT&T,Communication Services,Integrated Telecommunication Services,0000732717,AT&T,Communication Services,Integrated Telecommunication Services,Texas,178573164544.0,7179000000.0,23.9,Medium
TAP,Molson Coors Beverage Company,Consumer Staples,Brewers,0000024545,Molson Coors Beverage Company,Consumer Staples,Brewers,Illinois,7258651648.0,199100000.0,21.4,Medium
TDG,TransDigm Group,Industrials,Aerospace & Defense,0001260221,TransDigm Group,Industrials,Aerospace & Defense,Ohio,63032922112.0,58200000.0,38.7,High
TDY,Teledyne Technologies,Information Technology,Electronic Equipment & Instruments,0001094285,Teledyne Technologies,Information Technology,Electronic Equipment & Instruments,California,27989090304.0,46185578.0,,
TECH,Bio-Techne,Health Care,Life Sciences Tools & Services,0000842023,Bio-Techne,Health Care,Life Sciences Tools & Services,Minnesota,11309731840.0,156095113.0,,
TEL,TE Connectivity,Information Technology,Electronic Manufacturing Services,0001385157,TE Connectivity,Information Technology,Electronic Manufacturing Services,Ireland,61365223424.0,299000000.0,14.8,Low
TER,Teradyne,Information Technology,Semiconductor Materials & Equipment,0000097210,Teradyne,Information Technology,Semiconductor Materials & Equipment,Massachusetts,59365711872.0,156088000.0,17.0,Low
TFC,Truist Financial,Financials,Diversified Banks,0000092230,Truist Financial,Financials,Diversified Banks,North Carolina,61569966080.0,1262470000.0,,
TGT,Target Corporation,Consumer Staples,Consumer Staples Merchandise Retail,0000027419,Target Corporation,Consumer Staples,Consumer Staples Merchandise Retail,Minnesota,70793060352.0,452840187.0,14.4,Low
TJX,TJX Companies,Consumer Discretionary,Apparel Retail,0000109198,TJX Companies,Consumer Discretionary,Apparel Retail,Massachusetts,138618716160.0,1107087991.0,14.4,Low
TKO,TKO Group Holdings,Communication Services,Movies & Entertainment,0001973266,TKO Group Holdings,Communication Services,Movies & Entertainment,New York,36019916800.0,194011072.0,,
TMO,Thermo Fisher Scientific,Health Care,Life Sciences Tools & Services,0000097745,Thermo Fisher Scientific,Health Care,Life Sciences Tools & Services,Massachusetts,225479294976.0,378000000.0,12.8,Low
TMUS,T-Mobile US,Communication Services,Wireless Telecommunication Services,0001283699,T-Mobile US,Communication Services,Wireless Telecommunication Services,Washington,195580215296.0,1106930661.0,24.6,Medium
TPL,Texas Pacific Land Corporation,Energy,Oil & Gas Exploration & Production,0001811074,Texas Pacific Land Corporation,Energy,Oil & Gas Exploration & Production,Texas,25458554880.0,68938230.0,,
TPR,"Tapestry, Inc.",Consumer Discretionary,"Apparel, Accessories & Luxury Goods",0001116132,"Tapestry, Inc.",Consumer Discretionary,"Apparel, Accessories & Luxury Goods",New York,23625920512.0,200400000.0,14.8,Low
TRGP,Targa Resources,Energy,Oil & Gas Storage & Transportation,0001389170,Targa Resources,Energy,Oil & Gas Storage & Transportation,Texas,62238605312.0,214662156.0,33.2,High
TRMB,Trimble Inc.,Information Technology,Application Software,0000864749,Trimble Inc.,Information Technology,Application Software,Colorado,13445149696.0,236000000.0,12.4,Low
TROW,T. Rowe Price,Financials,Asset Management & Custody Banks,0001113169,T. Rowe Price,Financials,Asset Management & Custody Banks,Maryland,22673342464.0,218565000.0,16.9,Low
TRV,Travelers Companies (The),Financials,Property & Casualty Insurance,0000086312,Travelers Companies (The),Financials,Property & Casualty Insurance,New York,78257348608.0,217500000.0,20.3,Medium
TSCO,Tractor Supply,Consumer Discretionary,Other Specialty Retail,0000916365,Tractor Supply,Consumer Discretionary,Other Specialty Retail,Tennessee,17199534080.0,527017000.0,16.1,Low
TSLA,"Tesla, Inc.",Consumer Discretionary,Automobile Manufacturers,0001318605,"Tesla, Inc.",Consumer Discretionary,Automobile Manufacturers,Texas,1443322658816.0,3751000000.0,25.2,Medium
TSN,Tyson Foods,Consumer Staples,Packaged Foods & Meats,0000100493,Tyson Foods,Consumer Staples,Packaged Foods & Meats,Arkansas,18638444544.0,357000000.0,35.9,High
TT,Trane Technologies,Industrials,Building Products,0001466258,Trane Technologies,Industrials,Building Products,Ireland,97364656128.0,224900000.0,15.2,Low
TTD,Trade Desk (The),Communication Services,Advertising,0001671933,Trade Desk (The),Communication Services,Advertising,California,6738081792.0,493551000.0,,
TTWO,Take-Two Interactive,Communication Services,Interactive Home Entertainment,0000946581,Take-Two Interactive,Communication Services,Interactive Home Entertainment,New York,40288677888.0,185400000.0,,
TXN,Texas Instruments,Information Technology,Semiconductors,0000097476,Texas Instruments,Information Technology,Semiconductors,Texas,245389656064.0,913000000.0,20.6,Medium
TXT,Textron,Industrials,Aerospace & Defense,0000217346,Textron,Industrials,Aerospace & Defense,Rhode Island,13930939392.0,174310000.0,33.6,High
TYL,Tyler Technologies,Information Technology,Application Software,0000860731,Tyler Technologies,Information Technology,Application Software,Texas,13787402240.0,43812000.0,,
UAL,United Airlines Holdings,Industrials,Passenger Airlines,0000100517,United Airlines Holdings,Industrials,Passenger Airlines,Illinois,35644248064.0,323470682.0,28.6,Medium
UBER,Uber,Industrials,Passenger Ground Transportation,0001543151,Uber,Industrials,Passenger Ground Transportation,California,146390286336.0,2067905000.0,,
UDR,"UDR, Inc.",Real Estate,Multi-Family Residential REITs,0000074208,"UDR, Inc.",Real Estate,Multi-Family Residential REITs,Colorado,12901830656.0,328273044.0,13.9,Low
UHS,Universal Health Services,Health Care,Health Care Facilities,0000352915,Universal Health Services,Health Care,Health Care Facilities,Pennsylvania,10303870976.0,64462000.0,33.0,High
ULTA,Ulta Beauty,Consumer Discretionary,Other Specialty Retail,0001403568,Ulta Beauty,Consumer Discretionary,Other Specialty Retail,Illinois,23378931712.0,44166000.0,15.6,Low
UNH,UnitedHealth Group,Health Care,Managed Health Care,0000731766,UnitedHealth Group,Health Care,Managed Health Care,Minnesota,340269203456.0,906000000.0,15.3,Low
UNP,Union Pacific Corporation,Industrials,Rail Transportation,0000100885,Union Pacific Corporation,Industrials,Rail Transportation,Nebraska,168955068416.0,593245884.0,23.5,Medium
UPS,United Parcel Service,Industrials,Air Freight & Logistics,0001090727,United Parcel Service,Industrials,Air Freight & Logistics,Georgia,85316378624.0,850000000.0,18.6,Low
URI,United Rentals,Industrials,Trading Companies & Distributors,0001067701,United Rentals,Industrials,Trading Companies & Distributors,Connecticut,61565288448.0,63095970.0,16.9,Low
USB,U.S. Bancorp,Financials,Diversified Banks,0000036104,U.S. Bancorp,Financials,Diversified Banks,Minnesota,97907957760.0,1600000000.0,30.3,High
V,Visa Inc.,Financials,Transaction & Payment Processing Services,0001403161,Visa Inc.,Financials,Transaction & Payment Processing Services,California,691647676416.0,1704112694.0,16.7,Low
VEEV,Veeva Systems,Health Care,Health Care Technology,0001393052,Veeva Systems,Health Care,Health Care Technology,California,42484879360.0,163778271.0,,
VICI,Vici Properties,Real Estate,Hotel & Resort REITs,0001705696,Vici Properties,Real Estate,Hotel & Resort REITs,New York,27339753472.0,1068811371.0,,
VLO,Valero Energy,Energy,Oil & Gas Refining & Marketing,0001035002,Valero Energy,Energy,Oil & Gas Refining & Marketing,Texas,112412639232.0,309000000.0,32.6,High
VLTO,Veralto,Industrials,Environmental & Facilities Services,0001967680,Veralto,Industrials,Environmental & Facilities Services,Massachusetts,22940952576.0,248400000.0,,
VMC,Vulcan Materials Company,Materials,Construction Materials,0001396009,Vulcan Materials Company,Materials,Construction Materials,Alabama,32749729792.0,130600000.0,29.3,Medium
VMRK,Vivmark Residential,Real Estate,Multi-Family Residential REITs,0000906107,Vivmark Residential,Real Estate,Multi-Family Residential REITs,Illinois,50713485312.0,377806173.0,,
VRSK,Verisk Analytics,Industrials,Research & Consulting Services,0001442145,Verisk Analytics,Industrials,Research & Consulting Services,New Jersey,22933489664.0,138397709.0,17.5,Low
VRSN,Verisign,Information Technology,Internet Services & Infrastructure,0001014473,Verisign,Information Technology,Internet Services & Infrastructure,Virginia,26460983296.0,91900000.0,21.3,Medium
VRT,Vertiv,Industrials,Electrical Components & Equipment,0001674101,Vertiv,Industrials,Electrical Components & Equipment,Ohio,98965053440.0,382553680.0,,
VRTX,Vertex Pharmaceuticals,Health Care,Biotechnology,0000875320,Vertex Pharmaceuticals,Health Care,Biotechnology,Massachusetts,130643902464.0,253991224.0,22.7,Medium
VST,Vistra Corp.,Utilities,Electric Utilities,0001692819,Vistra Corp.,Utilities,Electric Utilities,Texas,49801551872.0,338059635.0,,
VTR,Ventas,Real Estate,Health Care REITs,0000740260,Ventas,Real Estate,Health Care REITs,Illinois,46160044032.0,462615000.0,12.9,Low
VTRS,Viatris,Health Care,Pharmaceuticals,0001792044,Viatris,Health Care,Pharmaceuticals,Pennsylvania,18963234816.0,1206900000.0,,
VZ,Verizon,Communication Services,Integrated Telecommunication Services,0000732712,Verizon,Communication Services,Integrated Telecommunication Services,New York,210273173504.0,4231000000.0,18.7,Low
WAB,Wabtec,Industrials,Construction Machinery & Heavy Transportation Equipment,0000943452,Wabtec,Industrials,Construction Machinery & Heavy Transportation Equipment,Pennsylvania,47838928896.0,170600000.0,23.3,Medium
WAT,Waters Corporation,Health Care,Life Sciences Tools & Services,0001000697,Waters Corporation,Health Care,Life Sciences Tools & Services,Massachusetts,40093212672.0,59549000.0,14.6,Low
WBD,Warner Bros. Discovery,Communication Services,Broadcasting,0001437107,Warner Bros. Discovery,Communication Services,Broadcasting,New York,70300114944.0,2480000000.0,,
WDAY,"Workday, Inc.",Information Technology,Application Software,0001327811,"Workday, Inc.",Information Technology,Application Software,California,44753698816.0,268117000.0,,
WDC,Western Digital,Information Technology,"Technology Hardware, Storage & Peripherals",0000106040,Western Digital,Information Technology,"Technology Hardware, Storage & Peripherals",California,161226686464.0,361000000.0,11.4,Low
WEC,WEC Energy Group,Utilities,Electric Utilities,0000783325,WEC Energy Group,Utilities,Electric Utilities,Wisconsin,34321715200.0,325461519.0,27.5,Medium
WELL,Welltower,Real Estate,Health Care REITs,0000766704,Welltower,Real Estate,Health Care REITs,Ohio,169781182464.0,696507255.0,13.2,Low
WFC,Wells Fargo,Financials,Diversified Banks,0000072971,Wells Fargo,Financials,Diversified Banks,California,273036886016.0,3092600000.0,36.2,High
WM,Waste Management,Industrials,Environmental & Facilities Services,0000823768,Waste Management,Industrials,Environmental & Facilities Services,Texas,85323210752.0,402900000.0,16.6,Low
WMB,Williams Companies,Energy,Oil & Gas Storage & Transportation,0000107263,Williams Companies,Energy,Oil & Gas Storage & Transportation,Oklahoma,89107750912.0,1225000000.0,21.8,Medium
WMT,Walmart,Consumer Staples,Consumer Staples Merchandise Retail,0000104169,Walmart,Consumer Staples,Consumer Staples Merchandise Retail,Arkansas,852708163584.0,8022000000.0,25.3,Medium
WRB,W. R. Berkley Corporation,Financials,Property & Casualty Insurance,0000011544,W. R. Berkley Corporation,Financials,Property & Casualty Insurance,Connecticut,25948805120.0,377155799.0,21.8,Medium
WSM,"Williams-Sonoma, Inc.",Consumer Discretionary,Homefurnishing Retail,0000719955,"Williams-Sonoma, Inc.",Consumer Discretionary,Homefurnishing Retail,California,26645182464.0,118770000.0,,
WST,West Pharmaceutical Services,Health Care,Health Care Supplies,0000105770,West Pharmaceutical Services,Health Care,Health Care Supplies,Pennsylvania,24366200832.0,72000000.0,,
WTW,Willis Towers Watson,Financials,Insurance Brokers,0001140536,Willis Towers Watson,Financials,Insurance Brokers,United Kingdom,29311309824.0,99000000.0,18.7,Low
WY,Weyerhaeuser,Real Estate,Timber REITs,0000106535,Weyerhaeuser,Real Estate,Timber REITs,Washington,15899436032.0,720531000.0,16.7,Low
WYNN,Wynn Resorts,Consumer Discretionary,Casinos & Gaming,0001174922,Wynn Resorts,Consumer Discretionary,Casinos & Gaming,Nevada,9030809600.0,103989787.0,25.7,Medium
XEL,Xcel Energy,Utilities,Multi-Utilities,0000072903,Xcel Energy,Utilities,Multi-Utilities,Minnesota,47159889920.0,623600715.0,26.5,Medium
XOM,ExxonMobil,Energy,Integrated Oil & Gas,0002115436,ExxonMobil,Energy,Integrated Oil & Gas,Texas,682536271872.0,4179000000.0,41.6,Severe
XYL,Xylem Inc.,Industrials,Industrial Machinery & Supplies & Components,0001524472,Xylem Inc.,Industrials,Industrial Machinery & Supplies & Components,New York,24973750272.0,243584000.0,18.1,Low
XYZ,"Block, Inc.",Financials,Transaction & Payment Processing Services,0001512673,"Block, Inc.",Financials,Transaction & Payment Processing Services,none,47588970496.0,622838000.0,,
YUM,Yum! Brands,Consumer Discretionary,Restaurants,0001041061,Yum! Brands,Consumer Discretionary,Restaurants,Kentucky,38443573248.0,281000000.0,20.1,Medium
ZBH,Zimmer Biomet,Health Care,Health Care Equipment,0001136869,Zimmer Biomet,Health Care,Health Care Equipment,Indiana,17832067072.0,198700000.0,26.0,Medium
ZBRA,Zebra Technologies,Information Technology,Electronic Equipment & Instruments,0000877212,Zebra Technologies,Information Technology,Electronic Equipment & Instruments,Illinois,16576235520.0,51212395.0,,
ZTS,Zoetis,Health Care,Pharmaceuticals,0001555280,Zoetis,Health Care,Pharmaceuticals,New Jersey,30152927232.0,424927535.0,18.8,Low
